state,edu,age,female,black,sum,size,edu_age,edu_female,edu_black,female_black
5,2,1,0,0,1,9,5,3,3,1
5,2,1,1,0,9,14,5,4,3,3
5,2,1,1,1,1,1,5,4,4,4
5,2,2,0,0,4,9,6,3,3,1
5,2,2,0,1,0,1,6,3,4,2
5,2,2,1,0,8,11,6,4,3,3
5,2,2,1,1,0,1,6,4,4,4
5,2,3,0,0,3,3,7,3,3,1
5,2,3,1,0,4,10,7,4,3,3
5,2,4,0,0,1,3,8,3,3,1
5,2,4,1,0,2,3,8,4,3,3
5,2,4,1,1,1,1,8,4,4,4
5,3,1,0,0,2,3,9,5,5,1
5,3,1,1,0,5,7,9,6,5,3
5,3,1,1,1,0,1,9,6,6,4
5,3,2,0,0,2,5,10,5,5,1
5,3,2,1,0,12,22,10,6,5,3
5,3,3,0,0,2,4,11,5,5,1
5,3,3,1,0,2,6,11,6,5,3
5,3,3,1,1,0,1,11,6,6,4
5,3,4,0,0,3,3,12,5,5,1
5,3,4,1,0,0,1,12,6,5,3
5,4,1,0,0,3,7,13,7,7,1
5,4,1,1,0,2,4,13,8,7,3
5,4,2,0,0,11,21,14,7,7,1
5,4,2,1,0,8,11,14,8,7,3
5,4,2,1,1,0,1,14,8,8,4
5,4,3,0,0,4,5,15,7,7,1
5,4,3,0,1,0,1,15,7,8,2
5,4,3,1,0,4,6,15,8,7,3
5,4,4,0,0,0,2,16,7,7,1
5,4,4,1,0,1,2,16,8,7,3
6,2,1,0,0,1,1,5,3,3,1
6,2,1,1,0,0,1,5,4,3,3
6,2,2,1,0,0,1,6,4,3,3
6,2,3,1,0,0,2,7,4,3,3
6,3,1,0,0,1,1,9,5,5,1
6,3,1,1,0,3,4,9,6,5,3
6,3,2,0,0,1,1,10,5,5,1
6,3,2,1,0,2,2,10,6,5,3
6,3,3,0,0,1,1,11,5,5,1
6,3,3,1,0,1,1,11,6,5,3
6,3,4,1,0,0,1,12,6,5,3
6,4,1,1,0,1,2,13,8,7,3
6,4,2,0,0,2,4,14,7,7,1
6,4,2,1,0,0,1,14,8,7,3
6,4,3,0,0,1,1,15,7,7,1
6,4,3,1,1,0,1,15,8,8,4
7,1,1,0,1,0,1,1,1,2,2
7,1,4,1,0,1,1,4,2,1,3
7,2,1,0,0,1,2,5,3,3,1
7,2,1,1,0,0,1,5,4,3,3
7,2,1,1,1,0,1,5,4,4,4
7,2,2,0,0,0,1,6,3,3,1
7,2,2,1,0,1,1,6,4,3,3
7,2,3,0,0,1,2,7,3,3,1
7,2,3,1,0,1,1,7,4,3,3
7,3,1,1,0,0,2,9,6,5,3
7,3,2,0,0,1,1,10,5,5,1
7,3,2,1,0,1,2,10,6,5,3
7,3,3,1,0,2,2,11,6,5,3
7,4,1,1,0,4,4,13,8,7,3
7,4,2,0,0,1,1,14,7,7,1
7,4,2,1,0,1,5,14,8,7,3
7,4,3,0,0,0,1,15,7,7,1
7,4,4,1,0,1,1,16,8,7,3
8,2,2,0,0,0,1,6,3,3,1
8,2,2,1,1,0,1,6,4,4,4
8,2,3,0,0,1,1,7,3,3,1
8,2,4,1,0,0,1,8,4,3,3
8,3,1,0,0,1,1,9,5,5,1
8,3,3,1,0,0,1,11,6,5,3
8,4,1,1,0,0,1,13,8,7,3
9,2,1,1,1,0,1,5,4,4,4
9,2,4,1,1,0,1,8,4,4,4
9,3,2,1,1,0,1,10,6,6,4
9,4,2,1,1,0,1,14,8,8,4
10,1,1,0,0,1,2,1,1,1,1
10,1,1,1,0,0,2,1,2,1,3
10,1,2,0,0,1,1,2,1,1,1
10,1,2,0,1,1,1,2,1,2,2
10,1,4,0,0,2,2,4,1,1,1
10,1,4,1,0,2,5,4,2,1,3
10,1,4,1,1,0,1,4,2,2,4
10,2,1,0,0,4,5,5,3,3,1
10,2,1,1,0,1,5,5,4,3,3
10,2,1,1,1,1,1,5,4,4,4
10,2,2,0,0,2,4,6,3,3,1
10,2,2,0,1,1,3,6,3,4,2
10,2,2,1,0,2,5,6,4,3,3
10,2,3,0,0,3,7,7,3,3,1
10,2,3,0,1,0,1,7,3,4,2
10,2,3,1,0,3,5,7,4,3,3
10,2,4,0,0,3,4,8,3,3,1
10,2,4,1,0,5,11,8,4,3,3
10,3,1,0,0,2,3,9,5,5,1
10,3,1,1,0,3,4,9,6,5,3
10,3,2,0,0,6,6,10,5,5,1
10,3,2,1,0,4,7,10,6,5,3
10,3,2,1,1,0,1,10,6,6,4
10,3,3,0,0,0,1,11,5,5,1
10,3,3,1,0,1,3,11,6,5,3
10,3,4,0,0,2,4,12,5,5,1
10,3,4,1,0,5,6,12,6,5,3
10,4,1,0,0,1,2,13,7,7,1
10,4,1,1,0,2,3,13,8,7,3
10,4,2,0,0,5,9,14,7,7,1
10,4,2,1,0,6,7,14,8,7,3
10,4,3,0,0,2,5,15,7,7,1
10,4,3,1,0,1,1,15,8,7,3
10,4,4,0,0,1,2,16,7,7,1
10,4,4,1,0,3,4,16,8,7,3
11,1,1,0,1,0,1,1,1,2,2
11,1,2,0,0,1,1,2,1,1,1
11,1,2,1,0,2,2,2,2,1,3
11,1,3,0,0,0,2,3,1,1,1
11,1,3,1,0,1,1,3,2,1,3
11,1,3,1,1,0,1,3,2,2,4
11,2,1,0,0,1,1,5,3,3,1
11,2,1,1,0,3,4,5,4,3,3
11,2,2,0,0,2,2,6,3,3,1
11,2,2,0,1,0,1,6,3,4,2
11,2,2,1,0,2,5,6,4,3,3
11,2,2,1,1,0,1,6,4,4,4
11,2,3,0,0,1,1,7,3,3,1
11,2,3,0,1,0,1,7,3,4,2
11,2,3,1,0,2,3,7,4,3,3
11,2,3,1,1,0,1,7,4,4,4
11,2,4,1,0,1,1,8,4,3,3
11,3,1,0,0,1,3,9,5,5,1
11,3,1,0,1,1,1,9,5,6,2
11,3,1,1,0,2,2,9,6,5,3
11,3,2,0,0,1,3,10,5,5,1
11,3,2,1,0,2,3,10,6,5,3
11,3,3,0,0,0,1,11,5,5,1
11,4,1,1,0,1,1,13,8,7,3
11,4,1,1,1,0,1,13,8,8,4
11,4,2,0,0,2,3,14,7,7,1
11,4,2,1,0,2,2,14,8,7,3
11,4,2,1,1,0,1,14,8,8,4
11,4,3,1,0,2,3,15,8,7,3
13,1,3,1,0,0,1,3,2,1,3
13,2,2,1,0,0,1,6,4,3,3
13,4,2,0,0,1,1,14,7,7,1
13,4,2,1,0,0,1,14,8,7,3
14,1,1,0,0,0,1,1,1,1,1
14,1,1,1,0,1,2,1,2,1,3
14,1,2,1,0,1,2,2,2,1,3
14,1,3,0,1,0,1,3,1,2,2
14,1,3,1,0,1,2,3,2,1,3
14,1,4,0,0,0,1,4,1,1,1
14,1,4,1,0,1,3,4,2,1,3
14,2,1,0,0,0,2,5,3,3,1
14,2,1,1,0,5,5,5,4,3,3
14,2,2,0,0,1,4,6,3,3,1
14,2,2,1,0,4,10,6,4,3,3
14,2,3,0,0,1,1,7,3,3,1
14,2,3,0,1,0,1,7,3,4,2
14,2,3,1,0,4,8,7,4,3,3
14,2,4,0,0,0,2,8,3,3,1
14,2,4,1,0,1,2,8,4,3,3
14,3,1,1,0,0,2,9,6,5,3
14,3,1,1,1,0,1,9,6,6,4
14,3,2,0,0,1,3,10,5,5,1
14,3,2,1,0,3,5,10,6,5,3
14,3,2,1,1,0,2,10,6,6,4
14,3,3,1,0,2,4,11,6,5,3
14,4,1,0,1,0,2,13,7,8,2
14,4,1,1,0,1,4,13,8,7,3
14,4,1,1,1,0,1,13,8,8,4
14,4,2,0,0,4,5,14,7,7,1
14,4,2,1,0,3,6,14,8,7,3
14,4,2,1,1,0,1,14,8,8,4
14,4,3,0,0,1,5,15,7,7,1
14,4,3,1,0,1,3,15,8,7,3
14,4,4,1,0,3,4,16,8,7,3
15,1,1,0,0,0,1,1,1,1,1
15,1,1,1,0,0,1,1,2,1,3
15,1,3,1,0,1,2,3,2,1,3
15,1,4,0,0,1,1,4,1,1,1
15,1,4,1,0,2,3,4,2,1,3
15,2,1,0,0,0,2,5,3,3,1
15,2,1,1,0,0,2,5,4,3,3
15,2,1,1,1,1,1,5,4,4,4
15,2,2,0,0,1,4,6,3,3,1
15,2,2,1,0,3,4,6,4,3,3
15,2,3,0,0,0,2,7,3,3,1
15,2,3,1,0,4,4,7,4,3,3
15,2,4,1,0,1,1,8,4,3,3
15,3,1,0,0,1,1,9,5,5,1
15,3,1,1,0,2,2,9,6,5,3
15,3,2,0,0,1,1,10,5,5,1
15,3,2,1,0,0,1,10,6,5,3
15,3,4,0,0,0,1,12,5,5,1
15,4,2,0,0,0,1,14,7,7,1
15,4,2,1,0,1,1,14,8,7,3
15,4,3,0,0,1,1,15,7,7,1
15,4,3,1,0,2,2,15,8,7,3
16,1,1,1,0,1,1,1,2,1,3
16,1,2,0,0,0,1,2,1,1,1
16,1,3,1,0,0,2,3,2,1,3
16,1,4,0,0,0,1,4,1,1,1
16,2,1,1,0,0,2,5,4,3,3
16,2,2,0,0,0,1,6,3,3,1
16,2,2,1,0,0,2,6,4,3,3
16,2,3,0,0,1,2,7,3,3,1
16,2,3,1,0,0,1,7,4,3,3
16,2,4,0,0,1,1,8,3,3,1
16,3,2,1,0,0,1,10,6,5,3
16,3,3,0,0,0,1,11,5,5,1
16,3,3,1,0,1,1,11,6,5,3
16,3,4,1,0,1,1,12,6,5,3
16,4,1,1,0,1,2,13,8,7,3
16,4,2,0,0,0,1,14,7,7,1
16,4,2,1,0,1,1,14,8,7,3
16,4,4,1,0,0,1,16,8,7,3
17,1,1,0,0,1,1,1,1,1,1
17,1,4,0,0,0,1,4,1,1,1
17,1,4,1,0,1,2,4,2,1,3
17,2,1,1,0,1,2,5,4,3,3
17,2,2,1,0,4,5,6,4,3,3
17,2,3,1,0,1,1,7,4,3,3
17,2,4,1,0,0,1,8,4,3,3
17,3,1,0,0,1,1,9,5,5,1
17,3,1,1,0,1,1,9,6,5,3
17,3,2,0,0,2,2,10,5,5,1
17,3,2,1,0,2,2,10,6,5,3
17,4,1,1,0,1,2,13,8,7,3
17,4,2,0,0,2,3,14,7,7,1
17,4,2,1,0,1,1,14,8,7,3
17,4,3,1,0,1,1,15,8,7,3
17,4,4,1,0,1,1,16,8,7,3
18,1,2,0,0,1,2,2,1,1,1
18,1,2,1,0,1,1,2,2,1,3
18,1,3,0,0,2,2,3,1,1,1
18,1,3,1,0,0,1,3,2,1,3
18,1,4,1,0,0,1,4,2,1,3
18,2,1,0,0,0,3,5,3,3,1
18,2,1,1,0,0,1,5,4,3,3
18,2,2,0,0,3,3,6,3,3,1
18,2,2,0,1,1,1,6,3,4,2
18,2,2,1,0,2,2,6,4,3,3
18,2,2,1,1,0,1,6,4,4,4
18,2,3,1,0,4,5,7,4,3,3
18,3,1,0,0,2,2,9,5,5,1
18,3,1,1,0,0,1,9,6,5,3
18,3,2,1,0,0,1,10,6,5,3
18,3,3,0,0,1,1,11,5,5,1
18,3,3,1,0,1,1,11,6,5,3
18,3,4,1,0,0,1,12,6,5,3
18,4,2,0,0,1,1,14,7,7,1
18,4,2,1,0,1,1,14,8,7,3
18,4,3,1,0,0,1,15,8,7,3
18,4,4,1,0,0,1,16,8,7,3
19,1,1,0,1,0,1,1,1,2,2
19,1,2,1,0,0,1,2,2,1,3
19,1,3,0,1,0,1,3,1,2,2
19,1,4,1,0,0,1,4,2,1,3
19,2,1,0,0,1,1,5,3,3,1
19,2,1,0,1,0,1,5,3,4,2
19,2,1,1,0,1,1,5,4,3,3
19,2,1,1,1,0,1,5,4,4,4
19,2,2,0,1,0,1,6,3,4,2
19,2,2,1,0,2,4,6,4,3,3
19,2,2,1,1,0,2,6,4,4,4
19,2,3,0,0,3,3,7,3,3,1
19,2,3,1,0,2,2,7,4,3,3
19,2,3,1,1,0,1,7,4,4,4
19,2,4,1,0,1,2,8,4,3,3
19,3,1,0,0,1,1,9,5,5,1
19,3,2,0,0,0,2,10,5,5,1
19,3,2,0,1,0,1,10,5,6,2
19,3,2,1,0,2,2,10,6,5,3
19,3,2,1,1,0,1,10,6,6,4
19,3,3,1,1,0,1,11,6,6,4
19,3,4,1,0,1,1,12,6,5,3
19,4,1,1,0,1,2,13,8,7,3
19,4,2,0,0,0,1,14,7,7,1
19,4,2,0,1,0,1,14,7,8,2
19,4,2,1,0,2,2,14,8,7,3
20,1,2,0,0,1,1,2,1,1,1
20,1,4,1,0,1,1,4,2,1,3
20,2,1,0,0,1,1,5,3,3,1
20,2,1,1,0,1,2,5,4,3,3
20,2,2,0,0,0,2,6,3,3,1
20,2,3,0,0,0,1,7,3,3,1
20,2,3,1,0,1,1,7,4,3,3
20,2,4,1,0,1,1,8,4,3,3
20,3,4,0,0,0,1,12,5,5,1
20,4,1,0,0,0,1,13,7,7,1
20,4,1,1,0,0,1,13,8,7,3
20,4,4,1,0,0,1,16,8,7,3
21,1,2,0,0,0,1,2,1,1,1
21,1,4,0,1,0,1,4,1,2,2
21,1,4,1,0,0,2,4,2,1,3
21,2,1,0,1,0,2,5,3,4,2
21,2,1,1,0,1,1,5,4,3,3
21,2,1,1,1,0,1,5,4,4,4
21,2,2,0,0,0,4,6,3,3,1
21,2,2,1,0,1,1,6,4,3,3
21,2,3,0,1,0,2,7,3,4,2
21,2,3,1,0,0,1,7,4,3,3
21,2,3,1,1,0,1,7,4,4,4
21,2,4,0,0,0,1,8,3,3,1
21,2,4,1,0,1,1,8,4,3,3
21,3,1,0,0,0,2,9,5,5,1
21,3,1,1,0,2,2,9,6,5,3
21,3,2,1,0,0,1,10,6,5,3
21,3,3,0,0,1,1,11,5,5,1
21,3,3,1,0,0,1,11,6,5,3
21,4,2,0,0,0,1,14,7,7,1
21,4,2,1,0,0,2,14,8,7,3
21,4,2,1,1,0,2,14,8,8,4
21,4,3,0,0,2,2,15,7,7,1
21,4,4,0,0,0,1,16,7,7,1
22,1,1,0,0,0,1,1,1,1,1
22,1,2,0,0,0,1,2,1,1,1
22,1,4,0,0,0,1,4,1,1,1
22,1,4,1,0,0,1,4,2,1,3
22,2,1,0,0,0,1,5,3,3,1
22,2,1,1,0,1,3,5,4,3,3
22,2,2,0,0,1,3,6,3,3,1
22,2,2,1,0,0,1,6,4,3,3
22,2,3,1,0,0,1,7,4,3,3
22,2,4,0,0,0,3,8,3,3,1
22,2,4,1,0,1,2,8,4,3,3
22,3,1,0,0,0,1,9,5,5,1
22,3,1,1,0,0,1,9,6,5,3
22,3,2,0,0,2,3,10,5,5,1
22,3,2,1,0,4,5,10,6,5,3
22,3,3,1,0,1,1,11,6,5,3
22,3,4,0,0,1,1,12,5,5,1
22,3,4,1,0,0,1,12,6,5,3
22,4,1,0,0,2,4,13,7,7,1
22,4,1,1,0,1,3,13,8,7,3
22,4,2,0,0,3,8,14,7,7,1
22,4,2,1,0,2,6,14,8,7,3
22,4,3,0,0,1,1,15,7,7,1
22,4,3,1,0,0,2,15,8,7,3
22,4,4,0,0,1,1,16,7,7,1
23,1,1,1,0,1,1,1,2,1,3
23,1,3,1,1,0,1,3,2,2,4
23,1,4,1,0,1,3,4,2,1,3
23,2,1,0,0,3,6,5,3,3,1
23,2,1,0,1,0,1,5,3,4,2
23,2,1,1,0,4,8,5,4,3,3
23,2,1,1,1,0,2,5,4,4,4
23,2,2,0,0,2,3,6,3,3,1
23,2,2,0,1,0,1,6,3,4,2
23,2,2,1,0,2,6,6,4,3,3
23,2,2,1,1,0,1,6,4,4,4
23,2,3,0,0,1,1,7,3,3,1
23,2,3,1,0,5,9,7,4,3,3
23,2,4,1,0,3,4,8,4,3,3
23,3,1,0,0,1,3,9,5,5,1
23,3,1,1,0,1,1,9,6,5,3
23,3,2,0,0,4,6,10,5,5,1
23,3,2,1,0,2,4,10,6,5,3
23,3,2,1,1,0,1,10,6,6,4
23,3,3,0,0,1,1,11,5,5,1
23,3,3,1,0,0,2,11,6,5,3
23,4,1,0,0,2,5,13,7,7,1
23,4,1,1,0,3,3,13,8,7,3
23,4,2,0,0,2,6,14,7,7,1
23,4,2,1,0,0,1,14,8,7,3
23,4,3,0,0,2,3,15,7,7,1
23,4,3,1,0,2,3,15,8,7,3
23,4,3,1,1,0,1,15,8,8,4
23,4,4,1,0,0,1,16,8,7,3
24,1,1,1,1,0,1,1,2,2,4
24,1,4,0,0,0,1,4,1,1,1
24,1,4,1,0,0,1,4,2,1,3
24,2,1,0,0,2,2,5,3,3,1
24,2,1,1,0,0,4,5,4,3,3
24,2,2,0,0,3,5,6,3,3,1
24,2,2,1,0,1,5,6,4,3,3
24,2,3,0,0,0,5,7,3,3,1
24,2,4,1,0,0,3,8,4,3,3
24,3,1,1,0,2,4,9,6,5,3
24,3,2,0,0,0,1,10,5,5,1
24,3,2,1,0,1,4,10,6,5,3
24,3,3,1,0,1,2,11,6,5,3
24,3,4,0,0,1,2,12,5,5,1
24,4,1,0,0,1,1,13,7,7,1
24,4,2,0,0,1,3,14,7,7,1
24,4,2,1,0,4,6,14,8,7,3
24,4,3,0,0,0,1,15,7,7,1
25,1,2,1,0,0,1,2,2,1,3
25,1,3,0,0,1,1,3,1,1,1
25,1,3,1,1,0,1,3,2,2,4
25,1,4,1,0,0,2,4,2,1,3
25,1,4,1,1,0,1,4,2,2,4
25,2,1,0,0,1,1,5,3,3,1
25,2,2,0,0,1,1,6,3,3,1
25,2,2,0,1,0,2,6,3,4,2
25,2,3,1,0,3,3,7,4,3,3
25,3,1,0,0,1,1,9,5,5,1
25,3,2,0,0,1,1,10,5,5,1
25,3,2,1,0,2,2,10,6,5,3
25,3,3,1,0,1,1,11,6,5,3
25,4,1,0,0,3,3,13,7,7,1
25,4,1,1,0,0,1,13,8,7,3
25,4,2,0,0,1,2,14,7,7,1
25,4,2,1,0,3,3,14,8,7,3
25,4,3,1,0,1,1,15,8,7,3
25,4,4,1,0,1,1,16,8,7,3
26,1,3,0,0,0,1,3,1,1,1
26,1,4,0,0,0,1,4,1,1,1
26,2,1,0,0,2,2,5,3,3,1
26,2,1,1,0,1,2,5,4,3,3
26,2,1,1,1,1,2,5,4,4,4
26,2,2,0,0,0,2,6,3,3,1
26,2,2,1,0,3,6,6,4,3,3
26,2,3,1,0,4,6,7,4,3,3
26,2,3,1,1,0,1,7,4,4,4
26,2,4,0,0,0,1,8,3,3,1
26,2,4,1,0,0,2,8,4,3,3
26,3,1,0,0,1,1,9,5,5,1
26,3,2,0,0,1,2,10,5,5,1
26,3,2,0,1,0,1,10,5,6,2
26,3,2,1,0,0,1,10,6,5,3
26,3,3,0,0,2,2,11,5,5,1
26,3,3,1,0,1,1,11,6,5,3
26,3,4,0,0,0,1,12,5,5,1
26,4,1,0,0,0,1,13,7,7,1
26,4,2,0,0,2,2,14,7,7,1
26,4,2,1,0,1,3,14,8,7,3
26,4,3,1,0,0,1,15,8,7,3
27,2,2,0,0,1,1,6,3,3,1
27,2,2,1,0,0,2,6,4,3,3
27,3,2,0,0,1,1,10,5,5,1
27,3,3,1,0,0,1,11,6,5,3
28,1,4,0,0,0,1,4,1,1,1
28,1,4,1,0,1,2,4,2,1,3
28,2,1,1,0,0,2,5,4,3,3
28,2,3,0,0,1,1,7,3,3,1
28,2,4,0,0,0,1,8,3,3,1
28,2,4,1,0,1,1,8,4,3,3
28,3,1,0,0,1,1,9,5,5,1
28,3,1,1,0,2,2,9,6,5,3
28,3,3,1,0,1,1,11,6,5,3
28,4,1,1,0,1,1,13,8,7,3
28,4,2,0,0,0,2,14,7,7,1
28,4,2,1,0,1,2,14,8,7,3
28,4,3,1,0,1,1,15,8,7,3
29,2,3,1,0,0,1,7,4,3,3
29,3,3,0,0,1,1,11,5,5,1
29,3,3,1,0,1,1,11,6,5,3
29,4,1,0,0,1,1,13,7,7,1
30,2,1,0,0,1,1,5,3,3,1
30,2,2,0,0,0,1,6,3,3,1
30,2,2,1,0,1,1,6,4,3,3
31,1,2,0,0,1,1,2,1,1,1
31,1,3,1,0,1,1,3,2,1,3
31,1,4,1,0,2,4,4,2,1,3
31,2,1,0,0,3,5,5,3,3,1
31,2,1,1,0,4,7,5,4,3,3
31,2,1,1,1,1,2,5,4,4,4
31,2,2,0,0,0,1,6,3,3,1
31,2,2,1,0,3,5,6,4,3,3
31,2,3,1,0,2,4,7,4,3,3
31,2,3,1,1,0,1,7,4,4,4
31,2,4,0,0,1,5,8,3,3,1
31,2,4,1,0,0,1,8,4,3,3
31,3,1,0,0,3,4,9,5,5,1
31,3,1,0,1,1,1,9,5,6,2
31,3,1,1,0,1,1,9,6,5,3
31,3,2,0,0,1,2,10,5,5,1
31,3,2,1,0,1,3,10,6,5,3
31,3,4,1,0,0,1,12,6,5,3
31,4,1,0,0,1,2,13,7,7,1
31,4,1,1,0,3,5,13,8,7,3
31,4,2,0,0,4,4,14,7,7,1
31,4,2,1,0,3,8,14,8,7,3
31,4,3,0,0,2,3,15,7,7,1
31,4,3,1,0,1,2,15,8,7,3
32,1,1,1,0,0,1,1,2,1,3
32,1,2,1,0,0,1,2,2,1,3
32,2,2,1,0,0,2,6,4,3,3
32,2,3,0,0,2,2,7,3,3,1
32,2,3,1,0,1,4,7,4,3,3
32,3,1,1,0,0,1,9,6,5,3
32,3,2,1,0,2,3,10,6,5,3
32,4,2,0,0,1,2,14,7,7,1
32,4,2,1,0,0,2,14,8,7,3
32,4,3,1,0,4,5,15,8,7,3
32,4,4,1,0,1,1,16,8,7,3
33,1,1,0,0,2,2,1,1,1,1
33,1,1,1,0,0,2,1,2,1,3
33,1,1,1,1,1,1,1,2,2,4
33,1,2,0,0,1,1,2,1,1,1
33,1,2,1,0,1,2,2,2,1,3
33,1,3,0,0,3,4,3,1,1,1
33,1,3,0,1,0,2,3,1,2,2
33,1,3,1,0,0,2,3,2,1,3
33,1,4,0,0,0,2,4,1,1,1
33,1,4,1,0,0,1,4,2,1,3
33,2,1,0,0,5,5,5,3,3,1
33,2,1,0,1,1,3,5,3,4,2
33,2,1,1,0,5,9,5,4,3,3
33,2,1,1,1,0,3,5,4,4,4
33,2,2,0,0,1,4,6,3,3,1
33,2,2,0,1,0,1,6,3,4,2
33,2,2,1,0,5,13,6,4,3,3
33,2,2,1,1,1,2,6,4,4,4
33,2,3,0,0,1,3,7,3,3,1
33,2,3,1,0,4,9,7,4,3,3
33,2,4,0,0,2,6,8,3,3,1
33,2,4,1,0,2,3,8,4,3,3
33,2,4,1,1,0,1,8,4,4,4
33,3,1,0,0,0,4,9,5,5,1
33,3,1,1,0,2,5,9,6,5,3
33,3,1,1,1,0,2,9,6,6,4
33,3,2,0,0,2,4,10,5,5,1
33,3,2,1,0,3,8,10,6,5,3
33,3,3,1,0,3,7,11,6,5,3
33,3,3,1,1,1,1,11,6,6,4
33,3,4,1,0,2,4,12,6,5,3
33,3,4,1,1,0,1,12,6,6,4
33,4,1,0,0,1,6,13,7,7,1
33,4,1,0,1,0,1,13,7,8,2
33,4,1,1,0,1,2,13,8,7,3
33,4,1,1,1,1,1,13,8,8,4
33,4,2,0,0,8,13,14,7,7,1
33,4,2,0,1,0,3,14,7,8,2
33,4,2,1,0,5,16,14,8,7,3
33,4,2,1,1,0,1,14,8,8,4
33,4,3,0,0,1,7,15,7,7,1
33,4,3,1,0,1,4,15,8,7,3
33,4,4,0,0,2,3,16,7,7,1
33,4,4,1,0,1,3,16,8,7,3
34,1,1,0,0,1,1,1,1,1,1
34,1,1,1,0,1,1,1,2,1,3
34,1,2,1,0,1,2,2,2,1,3
34,1,3,0,0,1,3,3,1,1,1
34,1,3,1,0,2,2,3,2,1,3
34,1,3,1,1,0,1,3,2,2,4
34,1,4,0,0,1,1,4,1,1,1
34,1,4,1,0,1,1,4,2,1,3
34,2,1,0,0,2,2,5,3,3,1
34,2,1,0,1,0,1,5,3,4,2
34,2,1,1,0,2,2,5,4,3,3
34,2,2,0,0,1,1,6,3,3,1
34,2,2,1,0,4,5,6,4,3,3
34,2,2,1,1,0,1,6,4,4,4
34,2,3,0,0,2,2,7,3,3,1
34,2,3,1,0,2,5,7,4,3,3
34,2,4,0,0,1,2,8,3,3,1
34,2,4,0,1,0,1,8,3,4,2
34,2,4,1,0,0,1,8,4,3,3
34,3,1,1,0,0,2,9,6,5,3
34,3,2,0,0,1,2,10,5,5,1
34,3,2,0,1,1,1,10,5,6,2
34,3,3,1,0,2,3,11,6,5,3
34,4,2,0,0,1,2,14,7,7,1
34,4,2,1,0,1,1,14,8,7,3
34,4,3,0,0,1,1,15,7,7,1
34,4,3,1,0,1,1,15,8,7,3
34,4,4,1,0,0,1,16,8,7,3
35,2,2,0,0,0,1,6,3,3,1
35,3,2,0,0,2,2,10,5,5,1
35,4,2,0,0,2,3,14,7,7,1
35,4,3,0,0,0,1,15,7,7,1
36,1,2,1,0,0,1,2,2,1,3
36,1,3,0,0,3,3,3,1,1,1
36,1,3,1,0,0,1,3,2,1,3
36,1,4,0,1,0,1,4,1,2,2
36,1,4,1,0,1,4,4,2,1,3
